Episode,TotalSteps,Score
229,26866,-137.33771418780262
230,26929,-135.79288253516398
231,27014,-131.22343851191945
232,27078,-128.74874118240552
233,27134,-131.52017091525005
234,27210,-128.31370014933424
235,27292,-134.0598180666596
236,27355,-121.75028247871487
237,27444,-134.32073359108344
238,27504,-126.5208313784766
239,27560,-131.7301645954462
240,27615,-133.96388696590438
241,27719,-132.3070948379488
242,27804,-135.6652650614574
243,27865,-134.95522789759022
244,27933,-132.7402365528198
245,27997,-132.65391039191033
246,28071,-127.14786299628253
247,28147,-137.4594881100713
248,28218,-137.41890374223402
249,28291,-139.74565427612995
250,28377,-134.13296745528132
251,28467,-141.26124676735435
252,28546,-133.95351763130702
253,28602,-135.41206989132843
254,28697,-137.05824417934798
255,28769,-130.6380346054211
256,28821,-133.76703274481727
257,28907,-126.4648755858124
258,28978,-131.9428616985312
259,29036,-129.60661844863583
260,29104,-132.0132438833822
261,29156,-134.98911327284088
262,29214,-135.5173752969977
263,29288,-121.94567244545112
264,29347,-130.13485127283184
265,29416,-139.20235571811435
266,29500,-127.60105787376492
267,29562,-127.21211237807464
268,29621,-136.3063034919099
269,29687,-119.58402598025943
270,29749,-130.8317274504114
271,29802,-132.5889017684017
272,29857,-135.33705970276034
273,29934,-134.4218991467567
274,29987,-130.12964575358473
275,30040,-122.49194280026124
276,30116,-128.7877054182594
277,30218,-134.08616303643146
278,30304,-132.31468022022204
279,30375,-131.20901240713636
280,30440,-131.00279281569144
281,30520,-126.80916051925847
282,30580,-133.31158821894695
283,30643,-122.57397676946532
284,30706,-130.15730178784565
285,30792,-127.98560991468781
286,30878,-130.4969932718812
287,30967,-131.23434371225358
288,31030,-134.04950577164345
289,31095,-132.0260550108654
290,31160,-131.29998546027736
291,31234,-135.66151283194162
292,31325,-127.14832397890007
293,31397,-131.86871056296866
294,31476,-137.97004452275465
295,31547,-132.8603753698486
296,31606,-129.43144266088737
297,31662,-125.6171781756964
298,31714,-129.79952473182038
299,31776,-127.04618447933494
300,31849,-126.50932453487043
301,31930,-132.6221013193529
302,32011,-125.35843079268008
303,32086,-135.7089425968624
304,32139,-130.2049522128768
305,32218,-133.12075354593264
306,32306,-131.57456289395842
307,32374,-130.02684084272073
308,32450,-128.8163706670859
309,32538,-128.74226122755482
310,32625,-128.77930709640995
311,32694,-141.63865337160877
312,32785,-127.87774913388
313,32850,-130.96594398924492
314,32933,-125.43946067490413
315,32992,-125.00572335629423
316,33062,-132.65464157552907
317,33136,-124.01856700433154
318,33215,-134.67788208994517
319,33274,-126.41908980491739
320,33338,-130.58027936203166
321,33409,-129.01430256695787
322,33470,-138.15362535133997
323,33540,-133.8738521260736
324,33616,-135.57396723694384
325,33673,-130.2378989866116
326,33733,-128.48705418633304
327,33806,-131.20506954648985
328,33866,-123.9003691175444
329,33953,-133.55882112738857
330,34006,-134.2869007981054
331,34070,-132.16812403937342
332,34151,-133.13963779411853
333,34212,-136.01734605936102
334,34267,-126.92184946895946
335,34342,-128.47679653253522
336,34399,-135.50898566962024
337,34462,-130.49041682912897
338,34535,-130.04393773852263
339,34599,-129.66115678348152
340,34680,-137.10165209390058
341,34743,-131.57359922768276
342,34824,-125.1358384193641
343,34878,-130.1601217693001
344,34943,-139.3175957973841
345,35017,-130.5094101142503
346,35078,-132.25453401312433
347,35135,-129.07668399079878
348,35226,-126.55009779535204
349,35299,-125.95068760202437
350,35377,-131.60999226677512
351,35450,-130.13077820624244
352,35522,-130.20645636881179
353,35584,-127.78759231622506
354,35671,-133.0691719490472
355,35737,-125.86117153718732
356,35820,-132.64082293792117
357,35884,-135.34067099507786
358,35970,-141.2134902788021
359,36043,-142.44703753273842
360,36098,-132.14440763763045
361,36167,-127.65832781273645
362,36226,-132.5508077527359
363,36306,-126.4550938917495
364,36368,-126.89393242919635
365,36426,-130.93150921093377
366,36493,-130.02487794490386
367,36576,-127.48086979601231
368,36678,-130.7384264508632
369,36769,-128.11321249546617
370,36848,-127.59204631612064
371,36930,-138.08329950929908
372,36993,-129.79866869880692
373,37075,-134.59936248311973
374,37141,-125.9941302678031
375,37224,-132.56043307003543
376,37290,-129.4274003814298
377,37365,-136.67370691389925
378,37440,-132.05753133626106
379,37497,-135.32217361140764
380,37584,-138.38853034612978
381,37646,-125.7419420453004
382,37723,-133.78866682623638
383,37783,-134.21373123976116
384,37870,-133.7788015501903
385,37930,-127.71374532017866
386,37988,-136.19216619215888
387,38059,-129.4304415071049
388,38119,-133.27912627053067
389,38199,-132.91175350455305
390,38286,-128.0249910957213
391,38389,-134.84574081977615
392,38476,-131.68364837874037
393,38560,-128.35493146085682
394,38643,-135.83825671808188
395,38718,-136.30452264873617
396,38778,-134.73475266590322
397,38865,-136.2426938194108
398,38922,-130.75255965164467
399,38984,-132.77810030761077
400,39039,-137.03552133246197
401,39140,-135.6188647727975
402,39205,-129.4802231524969
403,39283,-132.19756296452908
404,39356,-133.0035246841647
405,39435,-131.7274921847406
406,39495,-129.97355527649555
407,39578,-142.68529213810837
408,39645,-132.00895066955454
409,39708,-137.91792031803033
410,39782,-132.49462097798462
411,39834,-131.6926464020779
412,39925,-132.7647740906607
413,40003,-135.83505775051685
414,40062,-130.74117663499416
415,40141,-132.61460989899055
416,40198,-135.8598499096791
417,40269,-128.74292169279138
418,40355,-139.09057493124118
419,40439,-142.4555902100471
420,40528,-134.98588372930118
421,40590,-121.30441476101389
422,40647,-127.76025068558447
423,40706,-124.59307389572125
424,40762,-130.38543165412156
425,40844,-140.3494844608315
426,40899,-126.85158531502792
427,40968,-131.15393027344098
428,41055,-130.08349620048398
429,41120,-132.93486415841264
430,41208,-125.11893966024891
431,41300,-135.11355380215485
432,41370,-126.35693110094851
433,41436,-129.85726204049774
434,41493,-137.14456986780723
435,41581,-127.21066921415175
436,41641,-131.55545063802182
437,41734,-128.11376046346285
438,41812,-131.89181720822933
439,41881,-137.09307435267203
440,41937,-129.9918873599022
441,42003,-142.7330790623466
442,42064,-130.3866033158832
443,42123,-125.99138398596556
444,42205,-135.04555828061535
445,42285,-136.20232269723638
446,42357,-131.3914352064063
447,42439,-129.4072430141456
448,42525,-122.98836798640394
449,42598,-130.85147186776828
450,42665,-135.7076944922498
451,42717,-132.6474926395772
452,42770,-124.42172240191778
453,42847,-134.32062102202954
454,42936,-134.0737475960189
455,42992,-133.91959875858984
456,43064,-139.82375972463694
457,43126,-126.30837120668622
458,43183,-132.87909527309995
459,43260,-140.19157722786974
460,43340,-137.77770769445712
461,43402,-127.92914751720222
462,43458,-125.78946208931285
463,43515,-131.06269790764324
464,43588,-127.9117869323542
465,43640,-133.40160582734083
466,43695,-128.14004152776678
467,43781,-129.62605646832273
468,43857,-130.83247395767626
469,43921,-134.1121312718222
470,43979,-134.4149672912951
471,44059,-129.93418374598406
472,44109,-129.3380550078318
473,44170,-129.31769150164553
474,44242,-133.24314487252204
475,44314,-127.71478533273348
476,44389,-132.96636120745396
477,44462,-131.7455246165054
478,44530,-126.41800375898285
479,44599,-132.21270388231602
480,44661,-121.11398873104474
481,44725,-128.0476087122175
482,44804,-132.59969003554232
483,44865,-134.32759721708678
484,44928,-133.09720906200064
485,45010,-138.37688577027575
486,45085,-132.03004088300085
487,45137,-128.728546825762
488,45206,-138.92414262791442
489,45270,-130.11900464950907
490,45348,-136.91215099996566
491,45400,-139.99055198847634
492,45463,-132.59097784380916
493,45554,-137.72380838000333
494,45618,-132.33024192770247
495,45701,-130.07117507058715
496,45790,-130.4454384895913
497,45854,-132.93371259675047
498,45937,-136.96868495815733
499,46011,-124.40986676474162
500,46111,-135.07467028837488
