Episode,TotalSteps,Score
318,45038,93.86675810719869
319,45107,93.8213176741444
320,45185,93.88698148583816
321,45270,93.83254885861066
322,45348,93.80880606435005
323,45488,93.77944319578157
324,45567,93.78972395017762
325,45642,93.89476926193974
326,45716,93.88216660487959
327,45793,93.88022973940367
328,45863,93.84248457871557
329,45949,93.78913637670512
330,46066,93.87563637333997
331,46138,93.77752301189325
332,46218,93.90849960802274
333,46302,93.9355195921568
334,46382,93.92064324628858
335,46455,93.8974959975719
336,46528,93.89316620013338
337,46660,93.8652694803996
338,46811,93.74984924715173
339,46883,93.72214320500747
340,46961,93.81860756467107
341,47038,93.7594798246921
342,47117,93.89023422105967
343,47205,93.59669135140516
344,47290,93.87294660010845
345,47367,93.87485178120701
346,47451,93.77017760504806
347,47527,93.56039328801644
348,47601,93.51331961591507
349,47675,93.70093242515675
350,47756,93.636034080455
351,47834,93.72191675807653
352,47907,93.691471420231
353,48052,93.79801753548249
354,48127,93.5566687208577
355,48254,93.76007843534708
356,48334,93.53657170562013
357,48411,93.54096079761115
358,48489,93.61218257202837
359,48571,93.746205350795
360,48649,93.62871523197323
361,48758,93.45362024463373
362,48838,93.46162913392536
363,48915,93.59117727682445
364,48992,93.52279006389425
365,49070,93.53366374933987
366,49147,93.62680082994493
367,49286,93.55371735628106
368,49366,93.61567090025072
369,49446,93.70187051210773
370,49522,93.57942046318516
371,49596,93.67848293711286
372,49671,93.62632678428022
373,49755,93.47285356147275
374,49836,93.51034895937056
375,49923,93.61860301835156
376,50003,93.50502868607715
377,50087,93.46966518520705
378,50166,93.66222267389952
379,50245,93.48300417313794
380,50323,93.62406839994576
381,50402,93.46655492592733
382,50476,93.5391082130499
383,50552,93.72065402727874
384,50632,93.50990190000422
385,50715,93.62009018158584
386,50790,93.58336393155214
387,50866,93.45646684915353
388,50941,93.61310284083889
389,51084,93.71421864733537
390,51162,93.61249630817551
391,51237,93.55008603714667
392,51314,93.61658953033538
393,51392,93.51141284146968
394,51495,93.54789922165877
395,51572,93.47994872267074
396,51650,93.58348006336841
397,51731,93.50626978532542
398,51807,93.54206696488204
399,51880,93.70065106976195
400,51958,93.60536121924528
401,52036,93.5556141932801
402,52108,93.7000262779967
403,52181,93.54554737928964
404,52259,93.60855169018095
405,52332,93.55892084132073
406,52411,93.65117154407147
407,52485,93.64845253432695
408,52557,93.61144816399063
409,52636,93.55170636488344
410,52713,93.71682024069918
411,52787,93.69187094869112
412,52863,93.73041390670478
413,52937,93.81551274225163
414,53008,93.81010740607438
415,53109,93.80333466990781
416,53179,93.83082555392288
417,53255,93.75207932340071
418,53327,93.79823208699995
419,53403,93.84537229697027
420,53477,93.80934603017626
421,53552,93.87023734344844
422,53650,93.78223654480404
423,53750,93.80172524827891
424,53828,93.80953535996696
425,53904,93.73913471589684
426,53978,93.78396070437815
427,54052,93.63154193044653
428,54154,93.73796048121291
429,54229,93.67100294087109
430,54302,93.7016238697464
431,54380,93.69993789499408
432,54455,93.74899230239751
433,54533,93.75465627367262
434,54606,93.66709928079021
435,54746,93.81539778519145
436,54827,93.75680264026167
437,54904,93.81417328510693
438,54978,93.83639176710463
439,55054,93.68989036976055
440,55130,93.72861439447205
441,55231,93.80811258807994
442,55333,93.8179019722795
443,55412,93.70331833344926
444,55518,93.77027623495316
445,55596,93.81981948815167
446,55671,93.71899205432094
447,55750,93.74444884311524
448,55828,93.6571257303797
449,55910,93.69543248749198
450,55988,93.69396086690399
451,56075,93.60948174120168
452,56153,93.60537680366738
453,56264,93.60595612218975
454,56372,93.47013138589206
455,56455,93.44193658925528
456,56535,93.46955010662387
457,56611,93.51076274190754
458,56686,93.5568961985935
459,56789,93.58234111675881
460,56892,93.64437103223419
461,56970,93.39840334081713
462,57045,93.45664909505822
463,57120,93.38357853727699
464,57194,93.35089233804882
465,57269,93.37912276651844
466,57343,93.3124890235229
467,57419,93.44882398226106
468,57493,93.28040095017808
469,57572,93.25863184142578
470,57647,93.30228515819708
471,57725,93.34782006717563
472,57800,93.36754472691565
473,57876,93.4400096736637
474,57951,93.38986701079108
475,58025,93.26537517956976
476,58100,93.34003480532519
477,58174,93.32704816858254
478,58248,93.35449579684536
479,58322,93.41228095344742
480,58434,93.45698514671341
481,58506,93.3346344188086
482,58578,93.20620664813595
483,58653,93.56068884605385
484,58726,93.42447679341772
485,58800,93.43473857420011
486,58874,93.47004666048186
487,58946,93.31260372575355
488,59017,93.28163417644745
489,59089,93.43090230270073
490,59160,93.40051888639078
491,59231,93.47309678665042
492,59303,93.4913231969838
493,59374,93.47562027824023
494,59446,93.5299028788715
495,59518,93.57904557360536
496,59624,93.53473555759143
497,59730,93.52691061530868
498,59800,93.50517668230233
499,59870,93.53106729139327
500,59939,93.52020778852633
