Episode,TotalSteps,Score
102,20400,-161.29776690871984
103,20600,-153.7694425449052
104,20800,-157.03447714270467
105,21000,-164.61117557742014
106,21200,-163.20078575492454
107,21400,-156.0482502652864
108,21600,-164.157256454052
109,21800,-146.7690936434457
110,22000,-156.0334691531225
111,22200,-138.16251204861933
112,22400,-166.38825838933565
113,22600,-146.30186024011462
114,22800,-170.8987783657177
115,23000,-165.58947074490646
116,23200,-159.7738546378691
117,23400,-164.1732760898015
118,23600,-137.0373937749251
119,23800,-158.00083262336508
120,24000,-162.06729439690065
121,24200,-154.3077589762187
122,24400,-150.7637332800773
123,24600,-139.54061616189915
124,24800,-155.808093861076
125,25000,-154.76031364601656
126,25200,-163.10948498414945
127,25400,-154.70656070271218
128,25600,-166.334575184759
129,25800,-162.37879628477097
130,26000,-170.9835384445352
131,26200,-154.7889727858699
132,26400,-148.84252421500452
133,26600,-153.33523110420327
134,26800,-161.12580048181565
135,27000,-156.68411664030683
136,27200,-168.6900280413481
137,27400,-148.98633077442366
138,27600,-173.7813525204853
139,27800,-173.4540081151653
140,28000,-175.54921983454892
141,28200,-194.41539426861578
142,28400,-164.08366989265815
143,28600,-176.24265061908685
144,28800,-164.73688403903165
145,29000,-162.03829262355697
146,29200,-158.8875250738455
147,29400,-172.38979959466596
148,29600,-161.46599894683249
149,29800,-156.90275552199134
150,30000,-278.3364876015066
151,30200,-163.48366034652506
152,30400,-146.6973127406502
153,30600,-165.59177811398445
154,30800,-152.6870047162505
155,31000,-174.37893754183537
156,31200,-159.81006207715174
157,31400,-188.05699059367387
158,31600,-162.2660994552921
159,31800,-178.1225817790855
160,32000,-158.97386051295175
161,32200,-165.2494688140653
162,32400,-163.56877112433054
163,32600,-161.15502591173308
164,32800,-157.14540215112416
165,33000,-162.3269650713163
166,33200,-153.96481386324336
167,33400,-158.17986203100546
168,33600,-152.6354784332932
169,33800,-164.00788956545424
170,34000,-161.70116015316688
171,34200,-172.7906761257781
172,34400,-167.5870708724263
173,34600,-160.05420764226784
174,34800,-160.94891331308168
175,35000,-160.8940076406868
176,35200,-147.8517300538056
177,35400,-166.84469150491677
178,35600,-153.89254120202355
179,35800,-173.9031439649337
180,36000,-159.83868023018232
181,36200,-157.80207530495113
182,36400,-140.68646891662786
183,36600,-160.19499777182463
184,36800,-167.71089199740513
185,37000,-174.1807467475485
186,37200,-167.24777062478606
187,37400,-168.39236664084356
188,37600,-151.2329737970703
189,37800,-149.724498362191
190,38000,-173.7805801339791
191,38200,-154.36651377058914
192,38400,-171.42035130592885
193,38600,-166.28683883601906
194,38800,-167.28038006591657
195,39000,-150.97201668583944
196,39200,-149.92981654440308
197,39400,-163.0454614025451
198,39600,-164.96881206254886
199,39800,-161.95357625310547
200,40000,-171.1983749774208
201,40200,-166.53181959883747
202,40400,-169.5130021292909
203,40600,-168.01279732645983
204,40800,-173.52188693186838
205,41000,-161.25958411748334
206,41200,-178.65066757422494
207,41400,-167.06474542154393
208,41600,-158.07406677983263
209,41800,-170.4856737074505
210,42000,-152.6649024654129
211,42200,-151.9675182965412
212,42400,-157.56324197459472
213,42600,-157.32574723402658
214,42800,-160.47094378652747
215,43000,-152.995453754567
216,43200,-178.27375560925836
217,43400,-166.9154653774386
218,43600,-167.19199939988354
219,43800,-169.14529997359242
220,44000,-155.03469558146935
221,44200,-164.82766770629456
222,44400,-228.7563454877164
223,44600,-257.66988438839815
224,44800,-190.35548755857576
225,45000,-364.21554636651786
226,45200,-262.14566281473327
227,45400,-324.69034249850125
228,45600,-178.4478959840134
229,45800,-170.74369280310037
230,46000,-132.66402087121776
231,46200,-229.46402357819102
232,46400,-240.481533353274
233,46600,-180.07444544882011
234,46800,-262.57929973249185
235,47000,-258.393359933396
236,47200,-335.24413296649095
237,47400,-340.64752660072475
238,47600,-145.50023973811648
239,47800,-158.918066958826
240,48000,-172.47795289399605
241,48200,-184.2703773301191
242,48400,-162.95001525197927
243,48600,-166.38711595234378
244,48800,-166.01283699022707
245,49000,-162.79632300162123
246,49200,-176.17538385632378
247,49400,-181.27429503987926
248,49600,-167.56725997128854
249,49800,-150.25860482843464
250,50000,-158.9005447856573
251,50200,-147.56909367094576
252,50400,-166.67340085537668
253,50600,-159.4039366106291
254,50800,-164.95996068292473
255,51000,-309.44740093960644
256,51200,-163.0989033061683
257,51400,-167.19517420760675
258,51600,-138.90676611626782
259,51800,-166.39744349151874
260,52000,-169.18518256774416
261,52200,-161.97894529556675
262,52400,-161.40331531149457
263,52600,-182.4938302174427
264,52800,-177.06661191644096
265,53000,-170.86011751804318
266,53200,-158.9613638238427
267,53400,-159.6506456258184
268,53600,-169.78689634769304
269,53800,-165.52890769559747
270,54000,-176.89005261558876
271,54200,-161.11135730832476
272,54400,-170.41418728579131
273,54600,-164.87300670571219
274,54800,-162.51396902001534
275,55000,-160.55491452091903
276,55200,-165.21432646686094
277,55400,-174.89811199084193
278,55600,-169.1156259341512
279,55800,-152.38048386986583
280,56000,-171.95537914724954
281,56200,-166.06855140546125
282,56400,-156.12086434957627
283,56600,-157.76241570089806
284,56800,-167.63829490371685
285,57000,-179.89526325972747
286,57200,-163.98868559495352
287,57400,-185.83367738526266
288,57600,-168.77345862170682
289,57800,-155.54647867013114
290,58000,-187.19932688275213
291,58200,-174.01156232517064
292,58400,-175.9029896554133
293,58600,-157.8915641217916
294,58800,-165.70826669445935
295,59000,-171.692714010463
296,59200,-165.61736543982596
297,59400,-147.982040519474
298,59600,-167.78233283068704
299,59800,-148.71975544949373
300,60000,-169.32281641608776
301,60200,-149.30588686745213
302,60400,-170.48057283773835
303,60600,-155.10034815010576
304,60800,-184.99097652110115
305,61000,-169.71773128254858
306,61200,-167.51525990348458
307,61400,-161.9925383584698
308,61600,-167.09408457376477
309,61800,-173.70625622899541
310,62000,-153.25821112775967
311,62200,-163.86096082217352
312,62400,-166.28386401920127
313,62600,-163.35402277768338
314,62800,-169.3383267450291
315,63000,-158.64924381840206
316,63200,-174.43432363356158
317,63400,-159.2109148785967
318,63600,-157.704204219139
319,63800,-166.4449246271101
320,64000,-163.0268268494046
321,64200,-169.40626104865788
322,64400,-190.21606487261445
323,64600,-163.26742286437346
324,64800,-164.21712921376945
325,65000,-164.9906553334888
326,65200,-154.0472609036033
327,65400,-159.20912738166365
328,65600,-160.23071206432064
329,65800,-164.54861438443598
330,66000,-172.220383004821
331,66200,-171.7297047215228
332,66400,-162.52674642208166
333,66600,-165.8441519850178
334,66800,-185.93606833346374
335,67000,-168.3726989521406
336,67200,-162.18340351872573
337,67400,-193.53065987548797
338,67600,-596.1209458641288
339,67800,-345.5692146103472
340,68000,-168.00796899232836
341,68200,-151.97534338763523
342,68400,-294.0031430552996
343,68600,-170.7329696641659
344,68800,-167.69687630053397
345,69000,-175.6621655231946
346,69200,-162.5708402097649
347,69400,-182.38249115633408
348,69600,-168.01536521929577
349,69800,-158.29934176046706
350,70000,-148.6008979126052
351,70200,-164.29273229698637
352,70400,-169.9051515555701
353,70600,-162.27152367221353
354,70800,-297.54482708753056
355,71000,-247.10951133497124
356,71200,-160.01271112680905
357,71400,-224.83740006240862
358,71600,-160.8430428734321
359,71800,-165.67916649370775
360,72000,-162.81815473167188
361,72200,-161.1266537987108
362,72400,-164.64631334438118
363,72600,-146.60734141559664
364,72800,-163.97343421834856
365,73000,-164.7242801113356
366,73200,-159.40714911237694
367,73400,-174.37557417942327
368,73600,-211.8741481606617
369,73800,-170.4440271100642
370,74000,-156.66006716529853
371,74200,-174.40675285872425
372,74400,-163.0445864866211
373,74600,-157.02438365063847
374,74800,-169.24304243318304
375,75000,-154.02950337214196
376,75200,-165.05606640583582
377,75400,-166.6022224005218
378,75600,-155.22079630051678
379,75800,-146.77356517164912
380,76000,-171.6480765298672
381,76200,-153.27328836022906
382,76400,-157.90880151599237
383,76600,-441.07533776045864
384,76800,-173.50985622539568
385,77000,-188.87484705887883
386,77200,-354.3315415558903
387,77400,-164.34916197576976
388,77600,-358.70811632073344
389,77800,-285.1606707498897
390,78000,-129.33630927369785
391,78200,-150.12357247595207
392,78400,-154.5545616863424
393,78600,-144.9823634465824
394,78800,-162.33540788334957
395,79000,-164.80602011736588
396,79200,-144.44496968177083
397,79400,-313.69306830480616
398,79600,-146.80173731400671
399,79800,-158.97052790976701
400,80000,-161.02979137656683
401,80200,-156.74759109310887
402,80400,-163.52418485421862
403,80600,-155.98706104240543
404,80800,-166.09211479652424
405,81000,-148.0282128667127
406,81200,-181.2172872987184
407,81400,-162.45051912581783
408,81600,-140.8666916322853
409,81800,-161.64017504145153
410,82000,-159.1247883551505
411,82200,-148.87742651552716
412,82400,-165.29228860451258
413,82600,-153.5091592626181
414,82800,-154.8557869232735
415,83000,-161.66700174027528
416,83200,-157.5481857382851
417,83400,-143.94420845426438
418,83600,-150.50245882431238
419,83800,-148.2564787411559
420,84000,-162.33201890444815
421,84200,-157.88626154771435
422,84400,-155.82426348123
423,84600,-141.54312287063036
424,84800,-142.73479392938827
425,85000,-153.13150692663316
426,85200,-153.23141722081212
427,85400,-163.127239950458
428,85600,-168.4375115139638
429,85800,-149.6511454285233
430,86000,-157.4037559741393
431,86200,-170.78012907728456
432,86400,-148.47679074729314
433,86600,-158.81950494670104
434,86800,-164.14389067823464
435,87000,-171.23950100083817
436,87200,-165.08638884241643
437,87400,-161.71318156105772
438,87600,-163.68718110962251
439,87800,-157.5734064184471
440,88000,-166.64073325857694
441,88200,-155.0469930387022
442,88400,-160.32163903208206
443,88600,-152.0042678399679
444,88800,-143.30087855196186
445,89000,-406.06021053521164
446,89200,-169.04811607302966
447,89400,-163.6613436452951
448,89600,-180.4427909902659
449,89800,-177.28868359109194
450,90000,-352.9110579642714
451,90200,-165.81440103428017
452,90400,-234.8150358982853
453,90600,-169.06537722841225
454,90800,-166.06951066311046
455,91000,-167.87467912118183
456,91200,-151.90095289558923
457,91400,-179.3940764384322
458,91600,-162.70187766934828
459,91800,-166.5357280183624
460,92000,-147.68100367630777
461,92200,-163.77482498659353
462,92400,-168.47347483896934
463,92600,-152.18602395123054
464,92800,-159.88720753699067
465,93000,-150.0497749612875
466,93200,-153.68640972376224
467,93400,-140.69782441437852
468,93600,-136.51581842539952
469,93800,-163.67574445778575
470,94000,-133.77031683423297
471,94200,-160.58651420733443
472,94400,-132.4225446408649
473,94600,-143.70283446662418
474,94800,-139.7992189099679
475,95000,-139.67052330755826
476,95200,-166.9064707045141
477,95400,-157.71159691175927
478,95600,-156.0518387898688
479,95800,-148.61847398327893
480,96000,-142.01297891952862
481,96200,-143.56596441891665
482,96400,-239.13052144349228
483,96600,-139.69632846105375
484,96800,-154.33022943453597
485,97000,-135.95127095874133
486,97200,-135.5379889439792
487,97400,-246.44513430270862
488,97600,-150.38312597715404
489,97800,-180.5197191047484
490,98000,-140.2459648843963
491,98200,-157.98170882931953
492,98400,-158.17471411850025
493,98600,-142.2617576752054
494,98800,-146.5063429452365
495,99000,-148.84986769844704
496,99200,-153.34409158728283
497,99400,-170.1672396864103
498,99600,-165.86301812469924
499,99800,-141.48641762657405
500,100000,-140.297069744344
